ACCOUNT_NR;ACCOUNT_NAME;ACCOUNT_TYPE;VAT_NR;STREET;STREET_CD;HOUSE_NUM1;HOUSE_NUM2;POSTAL_CD;CITY;COUNTRY_CD;PHONE_NR;FAX_NR;Full Address
1009830;Daniel Lefort;2;BE0715005212;Rue du Rambulant;87014;78;;6060;Gilly;BE;NONE;;Rue du Rambulant 78  6060 Gilly
1009831;GÈrald Mouligneau;2;BE0666073858;Avenue Vauban;83505;7;;7800;Ath;BE;068 33 33 44;;Avenue Vauban 7  7800 Ath
1009832;Accountants Kantoor F. Serrien;2;BE0510942748;Antwerpsestraat;6553;41;;2845;Niel;BE;03 844 00 90;3238448101;Antwerpsestraat 41  2845 Niel
1009836;Johan Boelens;2;BE0683178324;Foncieregoedstraat;61885;3;;8840;Westrozebeke;BE;051 77 83 15;3251637615;Foncieregoedstraat 3  8840 Westrozebeke
1009839;Pol Calomme;2;BE0762294987;Rue Belle Vue;89394;80;;6141;Forchies-La-Marche ( Fontaine-L'EvÍque );BE;071 52 26 37;3271522637;Rue Belle Vue 80  6141 Forchies-La-Marche ( Fontaine-L'EvÍque )
1009842;Bizerba-BelgiÎ;2;BE0401870010;Acacialaan;6;25;;2630;Aartselaar;BE;02 466 00 81;3224661464;Acacialaan 25  2630 Aartselaar
1009848;Pierre Hinnekens;2;BE0556296384;Rue Goffart;21084;118;;1050;Bruxelles;BE;02 647 94 49;;Rue Goffart 118  1050 Bruxelles
1009850;Lejeune Jean-Louis & Co;2;BE0473748097;Avenue Albert Ier;147703;225;;5000;Namur;BE;081 65 78 68;3281658608;Avenue Albert Ier 225  5000 Namur
1009854;Jan Vandijck;2;BE0705355789;Breeerweg;128104;35;;3950;Bocholt;BE;089 47 37 05;3289473705;Breeerweg 35  3950 Bocholt
1009855;AndrÈ Van Onacker;2;BE0666237075;Chemin du Mouplon;97869;6;;7860;Lessines;BE;068 33 55 26;;Chemin du Mouplon 6  7860 Lessines
1009857;Jean-Louis Van De Sande;2;BE0422670570;Rue de La Warchenne;118325;64;;4960;Malmedy;BE;080 79 91 10;3280799111;Rue de La Warchenne 64  4960 Malmedy
1009864;Jean-Pierre De Busschere;2;BE0578519183;Mechelsesteenweg;32238;144;;1800;Vilvoorde;BE;02 255 06 32;;Mechelsesteenweg 144  1800 Vilvoorde
1009865;Michel Dejaiffe;2;BE0715107457;Rue du Ry d'Amour;89008;20;;6220;Fleurus;BE;071 81 53 61;3271815361;Rue du Ry d'Amour 20  6220 Fleurus
1009866;ABAC-Jef Dillen;2;BE0464764513;Nonnenstraat;11628;76;;2560;Nijlen;BE;03 380 09 90;3233800999;Nonnenstraat 76  2560 Nijlen
1009868;Goris Diane;2;BE0629452695;Bremstraat;15618;14;;2460;Kasterlee;BE;014 84 28 84;3214593068;Bremstraat 14  2460 Kasterlee
1009875;Karel De Mulder;2;BE0418058815;Gladiolenlaan;31372;1;;1600;Sint-Pieters-Leeuw;BE;02 377 90 49;3223774950;Gladiolenlaan 1  1600 Sint-Pieters-Leeuw
1009879;M. Van Brussel & Consorts;2;BE0452004360;Rue de l'Etang;46193;2;;1410;Waterloo;BE;02 354 47 81;3223512449;Rue de l'Etang 2  1410 Waterloo
1009882;Vanmeeren Jean-pierre Joseph;2;BE0730417027;Guldenbodemlaan;132166;52;;3840;Borgloon;BE;012 74 27 14;3212742714;Guldenbodemlaan 52  3840 Borgloon
1009884;Marc Verrept;2;BE0511716570;De Leescorfstraat;2797;21;;2140;Borgerhout ( Antwerpen );BE;03 236 32 32;3232720069;De Leescorfstraat 21  2140 Borgerhout ( Antwerpen )
1009885;Wesco;2;BE0426500684;Berkenlaan;5202;8;;2620;Hemiksem;BE;03 877 05 18;3238775988;Berkenlaan 8  2620 Hemiksem
1009889;Knippenberg;2;BE0515768893;Lakenmakersstraat;11034;116;;2800;Mechelen;BE;015 55 64 33;3215551471;Lakenmakersstraat 116  2800 Mechelen
1009890;Christian Legrand;2;BE0653045966;Rue Georges Dehavay;99310;66;;7130;Binche;BE;064 33 20 30;3264332030;Rue Georges Dehavay 66  7130 Binche
1009893;Patrick Rombaut;2;BE0587751011;Oude Houtlei;74239;109;;9000;Gent;BE;09 222 66 16;3292223316;Oude Houtlei 109  9000 Gent
1009900;Alfons Boons;2;BE0637231503;Gaston Oomslaan;123679;93;;3581;Beverlo ( Beringen );BE;011 34 49 78;3211402959;Gaston Oomslaan 93  3581 Beverlo ( Beringen )
1009903;Marc De Ceuster;2;BE0516839457;Distelhoek;2072;68;;2170;Merksem ( Antwerpen );BE;03 645 63 14;3236456358;Distelhoek 68  2170 Merksem ( Antwerpen )
1009907;Ingeborg De Preter;2;BE0505400484;Jaak de Braeckeleerstraat;2733;20;;2140;Borgerhout ( Antwerpen );BE;03 272 00 37;3232710887;Jaak de Braeckeleerstraat 20  2140 Borgerhout ( Antwerpen )
1009908;Rosalia Di Millo;2;BE0786003569;Avenue des GenÍts;86086;59;;6001;Marcinelle;BE;071 36 31 84;;Avenue des GenÍts 59  6001 Marcinelle
1009914;Marcel Moors;2;BE0705347772;Heiderbosstraat;126949;35;;3660;Oudsbergen;BE;089 85 59 25;3289855925;Heiderbosstraat 35  3660 Oudsbergen
1009919;FranÁoise Tilkin;2;BE0606584055;Rue du Quinze Ao˚t;107492;176;;4430;Ans;BE;04 247 40 94;;Rue du Quinze Ao˚t 176  4430 Ans
1009921;Jean-Pol Van Cantfort;2;BE0691268421;Avenue de La Toison d'Or;153496;182;;6900;Marche-En-Famenne;BE;084 31 57 39;3284315739;Avenue de La Toison d'Or 182  6900 Marche-En-Famenne
1009922;Alain Van Lauwe;2;BE0573820326;Heren van Witthemlaan;25986;2;;1650;Beersel;BE;02 377 10 48;3223771048;Heren van Witthemlaan 2  1650 Beersel
1009923;Luc Willems;2;BE0562378878;Rue du CimetiËre;40939;29;;1440;Braine-Le-Ch‚teau;BE;02 366 99 38;;Rue du CimetiËre 29  1440 Braine-Le-Ch‚teau
1009927;Jozef Heurckmans;2;BE0407601720;Karrekietstraat;16714;11;;2400;Mol;BE;014 31 40 12;3214330677;Karrekietstraat 11  2400 Mol
1009928;Peter Leys;2;BE0432335928;Dijkstraat;81109;25A;;9120;Melsele;BE;03 775 04 57;3233261474;Dijkstraat 25A  9120 Melsele
1009929;TM-account;2;BE0451968926;Roosterputstraat;16267;37;;2450;Meerhout;BE;014 30 22 85;3214303504;Roosterputstraat 37  2450 Meerhout
1009936;Michel Fossoul;2;BE0657439175;Avenue de Juillet;23684;37;;1200;Woluwe-Saint-Lambert ( Bruxelles );BE;085 82 75 21;;Avenue de Juillet 37  1200 Woluwe-Saint-Lambert ( Bruxelles )
1009939;Fiscom Audit;2;BE0442021575;Rue du SacrÈ-Coeur;121436;16;;4841;Henri-Chapelle ( Welkenraedt );BE;04 342 81 33;;Rue du SacrÈ-Coeur 16  4841 Henri-Chapelle ( Welkenraedt )
1009941;Paul-Emile Quenoy;2;BE0626998694;Place Crombez;103825;2;;7500;Tournai;BE;069 22 39 23;3269234757;Place Crombez 2  7500 Tournai
1009942;Renilde Wera;2;BE0733125109;Oppemlaan;24154;3;;1150;Sint-Pieters-Woluwe ( Brussel );BE;02 779 18 48;3227790778;Oppemlaan 3  1150 Sint-Pieters-Woluwe ( Brussel )
1009947;Jos Van Vaeck;2;BE0634291611;Kerkhoflaan;12852;16;;2830;Tisselt ( Willebroek );BE;03 886 23 26;3238862326;Kerkhoflaan 16  2830 Tisselt ( Willebroek )
1005588;KPMG Management Consulting;2;;Brynsveien;;12;;611;OSLO;NO;;;Brynsveien 12  611 OSLO
1005589;KPMG Deutsche Treuhand-Gesellsch.;2;DE136751547;Kurf¸rstendamm;;207;;10719;BERLIN;DE;04930/886120;4,94949E+15;Kurf¸rstendamm 207  10719 BERLIN
1005590;KPMG Management Consulting;2;;Av. Praia Vitoria;;71A;11;1050;LISBOA;PT;;;Av. Praia Vitoria 71A 11 1050 LISBOA
1005592;KPMG S.p.A.;2;IT00709600159;Piazza della Vittoria;;10;7;16121;GENOVA;IT;3910 56 49 92;3,93911E+12;Piazza della Vittoria 10 7 16121 GENOVA
1005598;Socon;2;BE0458163860;Zuidstraat;50490;46;;8820;Torhout;BE;050 21 50 12;3250220165;Zuidstraat 46  8820 Torhout
1005599;OFO - Opleidingsinstituut van de Federale Overheid;2;;Bischoffsheimlaan;19824;15;;1000;Brussel;BE;02 229 73 11;3222175348;Bischoffsheimlaan 15  1000 Brussel
1005600;ABS Accountants;2;BE0459049629;Naamsevest;37268;94;;3000;Leuven;BE;016 23 72 19;3216207006;Naamsevest 94  3000 Leuven
1005601;Willy Lambermon;2;BE0438985772;Engstegenseweg;127739;13;;3520;Zonhoven;BE;011 81 25 88;3211812588;Engstegenseweg 13  3520 Zonhoven
1005602;Neutraal Ziekenfonds Brabant en Limburg;2;BE0411692942;Vaartstraat;37322;56;1;3000;Leuven;BE;016 22 35 53;3216293553;Vaartstraat 56 1 3000 Leuven
1005603;JP Morgan Chase Bank National Association;2;BE0427527696;Koning Albert II-laan;158102;1;;1210;Sint-Joost-Ten-Node ( Brussel );BE;02 208 88 11;3226295837;Koning Albert II-laan 1  1210 Sint-Joost-Ten-Node ( Brussel )
1005604;Rosas;2;BE0431663856;Van Volxemlaan;24825;164;;1190;Brussel;BE;02 344 55 98;3223435352;Van Volxemlaan 164  1190 Brussel
1005606;Koninklijke Lierse Sportkring;2;BE0412535258;Voetbalstraat;10626;4;;2500;Lier;BE;03 480 13 70;3234880659;Voetbalstraat 4  2500 Lier
1005608;Buseloc;2;BE0433160527;Ambachtslaan;155278;1012;;3990;Peer;BE;011 63 49 86;3211636630;Ambachtslaan 1012  3990 Peer
1005610;Fed. Belgolux Eglises Adventistes;2;409549638;Rue Ernest Allard;19725;11;;1000;Bruxelles;BE;02 511 36 80;3225139918;Rue Ernest Allard 11  1000 Bruxelles
1005611;HEG-IHECS;2;401271083;Rue de l'Etuve;20103;58;;1000;Bruxelles;BE;02 512 90 93;3225123897;Rue de l'Etuve 58  1000 Bruxelles
1005612;Molenbeek Sport;2;BE0430823421;Rue Van Kalck;23207;93;;1080;Bruxelles;BE;02 410 34 93;;Rue Van Kalck 93  1080 Bruxelles
1005613;Oeuvre des Pauvres de Saint-FranÁois;2;409632483;Vieux Chemin;108892;32;;4053;Embourg;BE;04 384 74 72;3243618811;Vieux Chemin 32  4053 Embourg
1005614;Reumont Vie et Joie;2;416253427;Mauvais TrÓ;149124;9;;5020;Malonne;BE;081 44 63 93;;Mauvais TrÓ 9  5020 Malonne
1005617;Fineko;2;BE0458916007;Toekomstlaan;124636;38;;3600;Genk;BE;089 32 95 40;3289362729;Toekomstlaan 38  3600 Genk
1005618;Luca School of Arts;2;;Birminghamstraat;23084;41;;1080;Sint-Jans-Molenbeek ( Brussel );BE;02 410 46 31;3224104134;Birminghamstraat 41  1080 Sint-Jans-Molenbeek ( Brussel )
1005619;Souty;2;BE0455159731;ChaussÈe de Jette;21969;603;;1090;Bruxelles;BE;02 262 24 20;3222621941;ChaussÈe de Jette 603  1090 Bruxelles
1005621;MG Compta;2;BE0473600223;Rue Arthur WarocquÈ;97224;75;;7100;La LouviËre;BE;064 22 55 93;3264848379;Rue Arthur WarocquÈ 75  7100 La LouviËre
1005623;Plantijn Dep. Bedrijfsbeheer/Hotelbeheer;2;;Kronenburgstraat;737;45;2;2000;Antwerpen;BE;03 238 05 30;3232485293;Kronenburgstraat 45 2 2000 Antwerpen
1005625;Equipe MÈdicale Pasteur;2;430315754;Avenue Elisabeth;103857;26;;7500;Tournai;BE;069 22 51 15;;Avenue Elisabeth 26  7500 Tournai
1005628;Faurecia Industrie;2;BE0457007085;Mai Zetterlingstraat;159630;70;;9042;Oostakker ( Gent );BE;09 218 95 10;3223313775;Mai Zetterlingstraat 70  9042 Oostakker ( Gent )
1005629;Base de Villers-Le-Bouillet;2;BE0457690936;Rue de l'Avenir;159119;1;;4530;Villers-le-Bouillet;BE;04 259 94 00;3242597756;Rue de l'Avenir 1  4530 Villers-le-Bouillet
1005632;Partenariat Setca centre La LouviËre;2;;Rue Henri Aubry;97499;23;;7100;Haine-Saint-Paul ( La LouviËre );BE;064 84 90 93;3264849095;Rue Henri Aubry 23  7100 Haine-Saint-Paul ( La LouviËre )
1005634;J. Torfs & Co;2;BE0431987520;Kapucijnenvest;10502;36;;2500;Lier;BE;03 489 14 89;3234817610;Kapucijnenvest 36  2500 Lier
1005635;Accountantskantoor Jades;2;BE0439261332;Heilig-Hartstraat;61262;22;;8800;Roeselare;BE;051 20 04 96;3251228057;Heilig-Hartstraat 22  8800 Roeselare
1005636;Arendonks Accountants Associatie;2;BE0458446744;Wampenberg;12975;67;;2370;Arendonk;BE;014 67 28 25;3214672826;Wampenberg 67  2370 Arendonk
1005637;Acctal Accountancy & Fiscaliteit;2;BE0458285012;Autolei;8027;228;;2160;Wommelgem;BE;03 322 17 17;3233221617;Autolei 228  2160 Wommelgem
1005638;Claes, Verburgh & Co;2;BE0458198801;Boulevard du JubilÈ;23205;71;3;1080;Molenbeek-Saint-Jean ( Bruxelles );BE;02 425 30 77;3224253077;Boulevard du JubilÈ 71 3 1080 Molenbeek-Saint-Jean ( Bruxelles )
1005639;General Office Advices;2;BE0457224049;Place de l'Europe;121625;13;;4260;Ciplet ( Braives );BE;019 69 63 63;3219698303;Place de l'Europe 13  4260 Ciplet ( Braives )
1005641;VDAB Beroepsopleiding tertiaire sector;2;;Beverestraat;79675;11;;9700;Oudenaarde;BE;055 30 33 27;3255301577;Beverestraat 11  9700 Oudenaarde
1005643;Le CrÈdit HypothÈcaire O. Bricoult;2;405631729;Rue de la Station;88223;232A;;6200;Ch‚telet;BE;071 38 05 24;3271391773;Rue de la Station 232A  6200 Ch‚telet
1005648;Eliko Fiduciaire;2;BE0458701221;Berlaarbaan;12549;203A;;2860;Sint-Katelijne-Waver;BE;015 55 15 11;3215557022;Berlaarbaan 203A  2860 Sint-Katelijne-Waver
1005650;Barbieaux ComptabilitÈ;2;BE0451243109;Basilieklaan;22013;382;34;1081;Brussel;BE;02 672 14 19;3226726042;Basilieklaan 382 34 1081 Brussel
1005655;Verdibo;2;BE0458089230;Molenlei;3743;61;;2530;Boechout;BE;03 888 88 63;3238880991;Molenlei 61  2530 Boechout
1005656;Accountantskantoor C. Schaffers;2;BE0457184259;Achterstraat;8993;140;;2980;Halle ( Zoersel );BE;03 340 89 40;3233408941;Achterstraat 140  2980 Halle ( Zoersel )
1005659;Unibel;2;BE0438390312;Boomsesteenweg;14;32;;2630;Aartselaar;BE;02 333 60 03;3223336333;Boomsesteenweg 32  2630 Aartselaar
1005662;FCA Services Belgium;2;BE0456605427;Vaartdijkstraat;48274;19B;;8200;Sint-Michiels ( Brugge );BE;050 40 27 12;3250402733;Vaartdijkstraat 19B  8200 Sint-Michiels ( Brugge )
1007039;Bristol-Myers Squibb Belg.;2;BE0403075184;Avenue de Finlande;159508;8;;1420;Braine-l'Alleud;BE;02 352 75 87;3223527300;Avenue de Finlande 8  1420 Braine-l'Alleud
1007043;Becovfidus;2;BE0425375385;Avenue du Cor de Chasse;24891;21;;1170;Watermael-Boitsfort ( Bruxelles );BE;02 673 74 65;3226754047;Avenue du Cor de Chasse 21  1170 Watermael-Boitsfort ( Bruxelles )
1007045;Continental Cargo Carriers;2;BE0413641652;Vergunningenstraat;59816;15;;8400;Oostende;BE;059 33 93 00;3259320414;Vergunningenstraat 15  8400 Oostende
1007047;Continental Foods Belgium;2;BE0458358850;Rijksweg;12223;16;;2870;Puurs ( Puurs-Sint-Amands );BE;03 890 89 41;3238908961;Rijksweg 16  2870 Puurs ( Puurs-Sint-Amands )
1007048;Biscuits Delacre;2;BE0434979177;Emile van Becelaerelaan;24865;2;;1170;Watermaal-Bosvoorde ( Brussel );BE;02 467 18 00;3224671906;Emile van Becelaerelaan 2  1170 Watermaal-Bosvoorde ( Brussel )
1007049;Biscuits Delacre;2;BE0434979177;Parc Industriel;;10;;4800;Lambermont;BE;087 32 19 11;3287310186;Parc Industriel 10  4800 Lambermont
1007050;Renault BelgiÎ-Luxemburg;2;BE0403463679;Avenue Wolfgang Amadeus Mozart;154107;20;;1620;Drogenbos;BE;02 334 76 11;3223311150;Avenue Wolfgang Amadeus Mozart 20  1620 Drogenbos
1007051;Renault Belgie Luxemburg;2;BE0403463679;Industrieweg;3911;1;E;2850;Boom;BE;02 251 59 50;3222515643;Industrieweg 1 E 2850 Boom
1007052;Boehringer Ingelheim Comm.V;2;BE0435953632;Arianelaan;23796;16;;1200;Sint-Lambrechts-Woluwe ( Brussel );BE;02 773 33 11;3227733300;Arianelaan 16  1200 Sint-Lambrechts-Woluwe ( Brussel )
1007053;Roche Diagnostics Belgium;2;BE0403049945;Schaarbeeklei;32291;198;;1800;Vilvoorde;BE;02 247 47 47;3222474680;Schaarbeeklei 198  1800 Vilvoorde
1007055;Ideta;2;BE0241098844;Quai Saint-Brice;103766;35;;7500;Tournai;BE;069 23 47 01;3269234700;Quai Saint-Brice 35  7500 Tournai
1007056;Eb4b;2;BE0406721988;Reigerlostraat;47087;6;;8730;Beernem;BE;050 59 02 00;3292167039;Reigerlostraat 6  8730 Beernem
1007058;Verzekeringskantoor Gysemans;2;BE0419962191;Liersesteenweg;10390;107;2;2220;Heist-op-den-Berg;BE;015 22 05 68;3215220808;Liersesteenweg 107 2 2220 Heist-op-den-Berg
1007060;Artilat;2;BE0404291743;Koningsbaan;11613;79;;2560;Nijlen;BE;03 410 13 00;3234817932;Koningsbaan 79  2560 Nijlen
1007061;Oleon;2;BE0406414162;Assenedestraat;72710;2;;9940;Ertvelde;BE;09 341 10 11;3293411000;Assenedestraat 2  9940 Ertvelde
1007062;Fina OleoChemicals;2;BE0406414162;Vaartstraat;6741;130;;2520;Ranst;BE;03 470 62 11;3293411000;Vaartstraat 130  2520 Ranst
1007063;Fiduciaire Vangeel & Co;2;BE0405995577;Prins Boudewijnlaan;5928;5;;2550;Kontich;BE;03 232 60 46;3232262377;Prins Boudewijnlaan 5  2550 Kontich
1007064;Kuehne & Nagel;2;BE0404531966;Borsbeeksebrug;3156;30;;2600;Berchem-Antwerpen;BE;03 232 39 91;3232334252;Borsbeeksebrug 30  2600 Berchem-Antwerpen
1007066;Anciens Etablissements Van Breuze;2;BE0400532497;Fabriekstraat;30108;51;;1745;Opwijk;BE;052 35 60 91;3252356266;Fabriekstraat 51  1745 Opwijk
1007067;Entiris;2;BE0407841151;Zavelstraat;37981;45;;3010;Kessel-Lo;BE;016 57 32 18;3216261747;Zavelstraat 45  3010 Kessel-Lo
1007068;Entiris;2;BE0407841151;Gaston Geenslaan;174428;92;;3200;Aarschot;BE;016 44 14 60;3216533336;Gaston Geenslaan 92  3200 Aarschot
1007069;Entiris;2;BE0407841151;Nijverheidslaan;34995;47;;3290;Diest;BE;013 31 28 01;3213313619;Nijverheidslaan 47  3290 Diest
1007070;PPG Coatings;2;BE0403103789;Tweemontstraat;2657;104;;2100;Deurne ( Antwerpen );BE;03 360 63 11;3233606430;Tweemontstraat 104  2100 Deurne ( Antwerpen )
1007073;Seris SECURITY;2;BE0404770607;Telecomlaan;163585;8;;1831;Diegem ( Machelen );BE;02 745 37 11;3227056265;Telecomlaan 8  1831 Diegem ( Machelen )
1007074;Argenta Spaarbank;2;BE0404453574;BelgiÎlei;1201;49-53;;2018;Antwerpen;BE;03 285 51 11;3232855290;BelgiÎlei 49-53  2018 Antwerpen
1007075;Argenta Investar;2;BE0404453475;BelgiÎlei;1201;49;;2018;Antwerpen;BE;03 285 51 11;3232855326;BelgiÎlei 49  2018 Antwerpen
1007078;Imelda;2;BE0409835490;Imeldalaan;9324;9;;2820;Bonheiden;BE;015 50 61 00;3215506110;Imeldalaan 9  2820 Bonheiden
1007079;OCMW Mol;2;212199673;Jakob Smitslaan;16871;22;;2400;Mol;BE;014 33 15 24;3214310811;Jakob Smitslaan 22  2400 Mol
1007081;Gemeentebestuur Lede;2;BE0207440438;Markt;67244;1;;9340;Lede;BE;053 60 68 00;3253803309;Markt 1  9340 Lede
1007082;OCMW Lede;2;BE0212191557;Kasteeldreef;67178;50;;9340;Lede;BE;053 80 20 22;3253807808;Kasteeldreef 50  9340 Lede
1007083;Care;2;BE0414097156;Luchthavenlei;2690;7B;2;2100;Deurne ( Antwerpen );BE;03 287 06 10;3270233189;Luchthavenlei 7B 2 2100 Deurne ( Antwerpen )
1007085;Delhaize Le Lion / De Leeuw;2;BE0402206045;Rue Osseghem;23270;53;;1080;Molenbeek-Saint-Jean ( Bruxelles );BE;02 412 21 11;3224122194;Rue Osseghem 53  1080 Molenbeek-Saint-Jean ( Bruxelles )
1007086;Stadsbestuur Lokeren;2;BE0207463402;Groentemarkt;81873;1;;9160;Lokeren;BE;09 340 94 11;3293409479;Groentemarkt 1  9160 Lokeren
1007087;OCMW Lokeren;2;212194131;Lepelstraat;81930;4;;9160;Lokeren;BE;09 340 86 04;3293408602;Lepelstraat 4  9160 Lokeren
1007088;A.Z.L.;2;BE0871206587;Lepelstraat;81930;2;;9160;Lokeren;BE;09 340 81 11;3293408191;Lepelstraat 2  9160 Lokeren
1007090;AXA Belgium;2;;Uitbreidingstraat;3112;2;;2600;Berchem ( Antwerpen );BE;03 280 18 11;3232184893;Uitbreidingstraat 2  2600 Berchem ( Antwerpen )
1007094;Bank J. Van Breda & Cie;2;BE0404055577;Ledeganckkaai;745;7;;2000;Antwerpen;BE;03 217 53 09;3232356884;Ledeganckkaai 7  2000 Antwerpen
1007095;BDO Van Breda Services;2;BE0404055478;Uitbreidingstraat;3112;72;1;2600;Berchem ( Antwerpen );BE;03 230 58 40;3232184515;Uitbreidingstraat 72 1 2600 Berchem ( Antwerpen )
1007096;Vanbreda Risk & Benefits;2;BE0404055676;Plantin En Moretuslei;2903;297;;2140;Borgerhout ( Antwerpen );BE;03 217 67 67;3232353120;Plantin En Moretuslei 297  2140 Borgerhout ( Antwerpen )
1007109;Crefius;2;BE0405549377;Hendrik Consciencestraat;61199;6;;8800;Roeselare;BE;051 23 21 11;3251232161;Hendrik Consciencestraat 6  8800 Roeselare
1007114;Belfius Bank;2;BE0403201185;Karel Rogierplein;23513;11;;1210;Sint-Joost-Ten-Node ( Brussel );BE;02 222 11 11;3222224032;Karel Rogierplein 11  1210 Sint-Joost-Ten-Node ( Brussel )
1008111;Pioneer Benelux;2;NL005690651B01;Postbus;;3010;;1300 EM;ALMERE;NL;365 38 77 97;31365365511;Postbus 3010  1300 EM ALMERE
1008114;Accountants Borremans;2;BE0458961735;Johann Sebastian Bachlaan;21689;20;2;1083;Brussel;BE;02 469 10 68;3224683545;Johann Sebastian Bachlaan 20 2 1083 Brussel
1008116;Valesta;2;BE0459124556;SchaliÎnhoevedreef;11166;20T;;2800;Mechelen;BE;015 21 11 04;3215211113;SchaliÎnhoevedreef 20T  2800 Mechelen
1008117;SPX Flow Technology Belgium;2;BE0459263029;Evenbroekveld;164202;2/jun;;9420;Erpe;BE;053 60 27 80;3253602720;Evenbroekveld 43984  9420 Erpe
1008118;Shell Catalysts & Technologies;2;BE0453954753;Pantserschipstraat;74641;331;;9000;Gent;BE;09 253 36 36;3292533601;Pantserschipstraat 331  9000 Gent
1008124;Vereycken & Vereycken Accounting;2;BE0458813265;Veldkant;160495;2;;2550;Kontich;BE;03 451 33 32;3234513344;Veldkant 2  2550 Kontich
1008125;Fiduciaire L. et C. Preau;2;BE0458970643;Rue de La Bouteillerie;102713;47;;7730;Estaimpuis;BE;056 48 98 42;3256391997;Rue de La Bouteillerie 47  7730 Estaimpuis
1008126;Coene PËre et Fils;2;BE0459037454;Heidedreef;29227;7;;1630;Linkebeek;BE;02 374 57 41;3232323232;Heidedreef 7  1630 Linkebeek
1008135;Unique Wavre;2;BE0402724895;Rue Des Fontaines;46445;51;;1300;Wavre;BE;067 89 24 14;3267892410;Rue Des Fontaines 51  1300 Wavre
1008137;Cabinet du Ministre du Transport D. Dardenne;2;;Rue de La Loi;20872;63;;1040;Bruxelles;BE;02 386 43 73;3225337198;Rue de La Loi 63  1040 Bruxelles
1008138;ABVV Voedings-en Horeca Centrale;2;850554891;Kuringersteenweg;125772;292;;3500;Hasselt;BE;011 87 39 29;3211872658;Kuringersteenweg 292  3500 Hasselt
1008140;Ministerie van Justitie;2;;Morsweg;;1;;6721 MD;BENNEKOM;NL;;;Morsweg 1  6721 MD BENNEKOM
1008142;Vereniging van IndustriÎle Pluimveeslachterijen van BelgiÎ;2;BE0410876360;Korsele;78884;70;;9667;Sint-Maria-Horebeke;BE;055 49 99 70;;Korsele 70  9667 Sint-Maria-Horebeke
1008143;VDWACC;2;BE0423534563;Kasteelstraat;78621;67;;9660;Nederbrakel;BE;054 32 04 04;3254322526;Kasteelstraat 67  9660 Nederbrakel
1008144;Belsay;2;BE0447803666;Rue Du Follet;;10;;7540;Kain/Mont-Saint-Aubert;BE;071 39 17 97;;Rue Du Follet 10  7540 Kain/Mont-Saint-Aubert
1008147;Equitis-Lex;2;;Rue Des Chevaliers;21011;14;10;1050;Ixelles ( Bruxelles );BE;02 542 01 30;3225420149;Rue Des Chevaliers 14 10 1050 Ixelles ( Bruxelles )
1008152;Arcelor;2;LU18804375;Rue EugËne Ruppert;;;;2453;LUXEMBOURG;LU;35247924111;3,52353E+13;Rue EugËne Ruppert   2453 LUXEMBOURG
1008153;Werner Lapage;2;BE0735265839;Leopoldlaan;67465;110;;9400;Ninove;BE;;;Leopoldlaan 110  9400 Ninove
1008155;Sapo Invest;2;BE0452359203;Tarweveld;33480;7;;1980;Zemst;BE;015 61 09 18;3215617669;Tarweveld 7  1980 Zemst
1008157;Liantis Sociaal Secretariaat;2;BE0406558771;Sint-Clarastraat;47594;48;;8000;Brugge;BE;050 47 45 45;3250474599;Sint-Clarastraat 48  8000 Brugge
1008162;UniversitÈ Libre de Bruxelles;2;;Rue de Bruxelles;43383;39;;1400;Nivelles;BE;02 650 91 14;3226509118;Rue de Bruxelles 39  1400 Nivelles
1008165;Centre de Cerfontaine;2;431645842;Rue de la Loquette;103366;39;;7600;PÈruwelz;BE;069 77 99 99;3269779952;Rue de la Loquette 39  7600 PÈruwelz
1008166;Brabo Havenloodsen & Bootlieden;2;BE0404756848;Noorderlaan;157059;21;;2030;Antwerpen;BE;03 205 94 30;3232059431;Noorderlaan 21  2030 Antwerpen
1008168;Galliker Transports;2;BE0440908550;Avenue du Parc Industriel;111324;1Z;;4041;Milmort ( Herstal );BE;04 278 01 01;3242780303;Avenue du Parc Industriel 1Z  4041 Milmort ( Herstal )
1008169;Belgische Kamer Verhuisondernemers;2;BE0460123755;Stroobantsstraat;21630;48A;;1140;Evere ( Brussel );BE;02 240 45 70;3222404579;Stroobantsstraat 48A  1140 Evere ( Brussel )
1008170;FIDUCIAL ACCOUNTANCY;2;BE0459517110;Voskenslaan;74979;38;;9000;Gent;BE;09 222 53 47;3292204162;Voskenslaan 38  9000 Gent
1008171;FIDUCIAL ACCOUNTANCY;2;BE0459517110;Mechelsesteenweg;35844;761;;3020;Herent;BE;016 49 97 60;3216482870;Mechelsesteenweg 761  3020 Herent
1008172;FIDUCIAL ACCOUNTANCY;2;BE0459517110;Tiensesteenweg;127328;78G;;3800;Sint-Truiden;BE;011 68 78 87;3211687216;Tiensesteenweg 78G  3800 Sint-Truiden
